,Unnamed: 0,Canton,InitialPower,MainCategory,PlantCategory,SubCategory,TotalPower
7207,7207,AI,0.0,Other renewable energies,Waste incineration,Hydroelectric power,0.0
7208,7208,AI,0.0,Other renewable energies,Wastewater power plant,Hydroelectric power,0.0
7209,7209,AI,0.0,Other renewable energies,Storage power plant,Hydroelectric power,0.0
7210,7210,AI,0.0,Other renewable energies,Pumped storage power plant,Hydroelectric power,0.0
7211,7211,AI,0.0,Other renewable energies,Integrated,Biomass,0.0
7212,7212,AI,0.0,Other renewable energies,Attached,Biomass,0.0
7213,7213,AI,0.0,Other renewable energies,,Biomass,0.0
7214,7214,AI,0.0,Other renewable energies,Continuous power plant,Biomass,0.0
7215,7215,AI,0.0,Other renewable energies,Drinking water power plant,Biomass,0.0
7216,7216,AI,60.0,Other renewable energies,Wastewater treatment,Biomass,110.0
7217,7217,AI,0.0,Other renewable energies,Diversion power plant,Biomass,0.0
7218,7218,AI,0.0,Other renewable energies,Biomass usage,Biomass,0.0
7219,7219,AI,0.0,Other renewable energies,Weir plant,Biomass,0.0
7220,7220,AI,0.0,Other renewable energies,Freestanding,Biomass,0.0
7221,7221,AI,0.0,Other renewable energies,Waste incineration,Biomass,0.0
7222,7222,AI,0.0,Other renewable energies,Wastewater power plant,Biomass,0.0
7223,7223,AI,0.0,Other renewable energies,Storage power plant,Biomass,0.0
7224,7224,AI,0.0,Other renewable energies,Pumped storage power plant,Biomass,0.0
7225,7225,AI,0.0,Other renewable energies,Integrated,Waste,0.0
7226,7226,AI,0.0,Other renewable energies,Attached,Waste,0.0
7227,7227,AI,0.0,Other renewable energies,,Waste,0.0
7228,7228,AI,0.0,Other renewable energies,Continuous power plant,Waste,0.0
7229,7229,AI,0.0,Other renewable energies,Drinking water power plant,Waste,0.0
7230,7230,AI,0.0,Other renewable energies,Wastewater treatment,Waste,0.0
7231,7231,AI,0.0,Other renewable energies,Diversion power plant,Waste,0.0
7232,7232,AI,0.0,Other renewable energies,Biomass usage,Waste,0.0
7233,7233,AI,0.0,Other renewable energies,Weir plant,Waste,0.0
7234,7234,AI,0.0,Other renewable energies,Freestanding,Waste,0.0
7235,7235,AI,0.0,Other renewable energies,Waste incineration,Waste,0.0
7236,7236,AI,0.0,Other renewable energies,Wastewater power plant,Waste,0.0
7237,7237,AI,0.0,Other renewable energies,Storage power plant,Waste,0.0
7238,7238,AI,0.0,Other renewable energies,Pumped storage power plant,Waste,0.0
7239,7239,AI,0.0,Other renewable energies,Integrated,Natural gas,0.0
7240,7240,AI,0.0,Other renewable energies,Attached,Natural gas,0.0
7241,7241,AI,0.0,Other renewable energies,,Natural gas,0.0
7242,7242,AI,0.0,Other renewable energies,Continuous power plant,Natural gas,0.0
7243,7243,AI,0.0,Other renewable energies,Drinking water power plant,Natural gas,0.0
7244,7244,AI,0.0,Other renewable energies,Wastewater treatment,Natural gas,0.0
7245,7245,AI,0.0,Other renewable energies,Diversion power plant,Natural gas,0.0
7246,7246,AI,0.0,Other renewable energies,Biomass usage,Natural gas,0.0
7247,7247,AI,0.0,Other renewable energies,Weir plant,Natural gas,0.0
7248,7248,AI,0.0,Other renewable energies,Freestanding,Natural gas,0.0
7249,7249,AI,0.0,Other renewable energies,Waste incineration,Natural gas,0.0
7250,7250,AI,0.0,Other renewable energies,Wastewater power plant,Natural gas,0.0
7251,7251,AI,0.0,Other renewable energies,Storage power plant,Natural gas,0.0
7252,7252,AI,0.0,Other renewable energies,Pumped storage power plant,Natural gas,0.0
7253,7253,AI,0.0,Other renewable energies,Integrated,Nuclear energy,0.0
7254,7254,AI,0.0,Other renewable energies,Attached,Nuclear energy,0.0
7255,7255,AI,0.0,Other renewable energies,,Nuclear energy,0.0
7256,7256,AI,0.0,Other renewable energies,Continuous power plant,Nuclear energy,0.0
7257,7257,AI,0.0,Other renewable energies,Drinking water power plant,Nuclear energy,0.0
7258,7258,AI,0.0,Other renewable energies,Wastewater treatment,Nuclear energy,0.0
7259,7259,AI,0.0,Other renewable energies,Diversion power plant,Nuclear energy,0.0
7260,7260,AI,0.0,Other renewable energies,Biomass usage,Nuclear energy,0.0
7261,7261,AI,0.0,Other renewable energies,Weir plant,Nuclear energy,0.0
7262,7262,AI,0.0,Other renewable energies,Freestanding,Nuclear energy,0.0
7263,7263,AI,0.0,Other renewable energies,Waste incineration,Nuclear energy,0.0
7264,7264,AI,0.0,Other renewable energies,Wastewater power plant,Nuclear energy,0.0
7265,7265,AI,0.0,Other renewable energies,Storage power plant,Nuclear energy,0.0
7266,7266,AI,0.0,Other renewable energies,Pumped storage power plant,Nuclear energy,0.0
7267,7267,AI,0.0,Other renewable energies,Integrated,Crude oil,0.0
7268,7268,AI,0.0,Other renewable energies,Attached,Crude oil,0.0
7269,7269,AI,0.0,Other renewable energies,,Crude oil,0.0
7270,7270,AI,0.0,Other renewable energies,Continuous power plant,Crude oil,0.0
7271,7271,AI,0.0,Other renewable energies,Drinking water power plant,Crude oil,0.0
7272,7272,AI,0.0,Other renewable energies,Wastewater treatment,Crude oil,0.0
7273,7273,AI,0.0,Other renewable energies,Diversion power plant,Crude oil,0.0
7274,7274,AI,0.0,Other renewable energies,Biomass usage,Crude oil,0.0
7275,7275,AI,0.0,Other renewable energies,Weir plant,Crude oil,0.0
7276,7276,AI,0.0,Other renewable energies,Freestanding,Crude oil,0.0
7277,7277,AI,0.0,Other renewable energies,Waste incineration,Crude oil,0.0
7278,7278,AI,0.0,Other renewable energies,Wastewater power plant,Crude oil,0.0
7279,7279,AI,0.0,Other renewable energies,Storage power plant,Crude oil,0.0
7280,7280,AI,0.0,Other renewable energies,Pumped storage power plant,Crude oil,0.0
7281,7281,AI,0.0,Hydroelectric power,Integrated,Photovoltaic,0.0
7282,7282,AI,0.0,Hydroelectric power,Attached,Photovoltaic,0.0
7283,7283,AI,0.0,Hydroelectric power,,Photovoltaic,0.0
7284,7284,AI,0.0,Hydroelectric power,Continuous power plant,Photovoltaic,0.0
7285,7285,AI,0.0,Hydroelectric power,Drinking water power plant,Photovoltaic,0.0
7286,7286,AI,0.0,Hydroelectric power,Wastewater treatment,Photovoltaic,0.0
7287,7287,AI,0.0,Hydroelectric power,Diversion power plant,Photovoltaic,0.0
7288,7288,AI,0.0,Hydroelectric power,Biomass usage,Photovoltaic,0.0
7289,7289,AI,0.0,Hydroelectric power,Weir plant,Photovoltaic,0.0
7290,7290,AI,0.0,Hydroelectric power,Freestanding,Photovoltaic,0.0
7291,7291,AI,0.0,Hydroelectric power,Waste incineration,Photovoltaic,0.0
7292,7292,AI,0.0,Hydroelectric power,Wastewater power plant,Photovoltaic,0.0
7293,7293,AI,0.0,Hydroelectric power,Storage power plant,Photovoltaic,0.0
7294,7294,AI,0.0,Hydroelectric power,Pumped storage power plant,Photovoltaic,0.0
7295,7295,AI,0.0,Hydroelectric power,Integrated,Wind Energy,0.0
7296,7296,AI,0.0,Hydroelectric power,Attached,Wind Energy,0.0
7297,7297,AI,0.0,Hydroelectric power,,Wind Energy,0.0
7298,7298,AI,0.0,Hydroelectric power,Continuous power plant,Wind Energy,0.0
7299,7299,AI,0.0,Hydroelectric power,Drinking water power plant,Wind Energy,0.0
7300,7300,AI,0.0,Hydroelectric power,Wastewater treatment,Wind Energy,0.0
7301,7301,AI,0.0,Hydroelectric power,Diversion power plant,Wind Energy,0.0
7302,7302,AI,0.0,Hydroelectric power,Biomass usage,Wind Energy,0.0
7303,7303,AI,0.0,Hydroelectric power,Weir plant,Wind Energy,0.0
7304,7304,AI,0.0,Hydroelectric power,Freestanding,Wind Energy,0.0
7305,7305,AI,0.0,Hydroelectric power,Waste incineration,Wind Energy,0.0
7306,7306,AI,0.0,Hydroelectric power,Wastewater power plant,Wind Energy,0.0
7307,7307,AI,0.0,Hydroelectric power,Storage power plant,Wind Energy,0.0
7308,7308,AI,0.0,Hydroelectric power,Pumped storage power plant,Wind Energy,0.0
7309,7309,AI,0.0,Hydroelectric power,Integrated,Hydroelectric power,0.0
7310,7310,AI,0.0,Hydroelectric power,Attached,Hydroelectric power,0.0
7311,7311,AI,0.0,Hydroelectric power,,Hydroelectric power,0.0
7312,7312,AI,0.0,Hydroelectric power,Continuous power plant,Hydroelectric power,0.0
7313,7313,AI,37.0,Hydroelectric power,Drinking water power plant,Hydroelectric power,37.0
7314,7314,AI,0.0,Hydroelectric power,Wastewater treatment,Hydroelectric power,0.0
7315,7315,AI,15.0,Hydroelectric power,Diversion power plant,Hydroelectric power,15.0
7316,7316,AI,0.0,Hydroelectric power,Biomass usage,Hydroelectric power,0.0
7317,7317,AI,0.0,Hydroelectric power,Weir plant,Hydroelectric power,0.0
7318,7318,AI,0.0,Hydroelectric power,Freestanding,Hydroelectric power,0.0
7319,7319,AI,0.0,Hydroelectric power,Waste incineration,Hydroelectric power,0.0
7320,7320,AI,0.0,Hydroelectric power,Wastewater power plant,Hydroelectric power,0.0
7321,7321,AI,2480.0,Hydroelectric power,Storage power plant,Hydroelectric power,2480.0
7322,7322,AI,0.0,Hydroelectric power,Pumped storage power plant,Hydroelectric power,0.0
7323,7323,AI,0.0,Hydroelectric power,Integrated,Biomass,0.0
7324,7324,AI,0.0,Hydroelectric power,Attached,Biomass,0.0
7325,7325,AI,0.0,Hydroelectric power,,Biomass,0.0
7326,7326,AI,0.0,Hydroelectric power,Continuous power plant,Biomass,0.0
7327,7327,AI,0.0,Hydroelectric power,Drinking water power plant,Biomass,0.0
7328,7328,AI,0.0,Hydroelectric power,Wastewater treatment,Biomass,0.0
7329,7329,AI,0.0,Hydroelectric power,Diversion power plant,Biomass,0.0
7330,7330,AI,0.0,Hydroelectric power,Biomass usage,Biomass,0.0
7331,7331,AI,0.0,Hydroelectric power,Weir plant,Biomass,0.0
7332,7332,AI,0.0,Hydroelectric power,Freestanding,Biomass,0.0
7333,7333,AI,0.0,Hydroelectric power,Waste incineration,Biomass,0.0
7334,7334,AI,0.0,Hydroelectric power,Wastewater power plant,Biomass,0.0
7335,7335,AI,0.0,Hydroelectric power,Storage power plant,Biomass,0.0
7336,7336,AI,0.0,Hydroelectric power,Pumped storage power plant,Biomass,0.0
7337,7337,AI,0.0,Hydroelectric power,Integrated,Waste,0.0
7338,7338,AI,0.0,Hydroelectric power,Attached,Waste,0.0
7339,7339,AI,0.0,Hydroelectric power,,Waste,0.0
7340,7340,AI,0.0,Hydroelectric power,Continuous power plant,Waste,0.0
7341,7341,AI,0.0,Hydroelectric power,Drinking water power plant,Waste,0.0
7342,7342,AI,0.0,Hydroelectric power,Wastewater treatment,Waste,0.0
7343,7343,AI,0.0,Hydroelectric power,Diversion power plant,Waste,0.0
7344,7344,AI,0.0,Hydroelectric power,Biomass usage,Waste,0.0
7345,7345,AI,0.0,Hydroelectric power,Weir plant,Waste,0.0
7346,7346,AI,0.0,Hydroelectric power,Freestanding,Waste,0.0
7347,7347,AI,0.0,Hydroelectric power,Waste incineration,Waste,0.0
7348,7348,AI,0.0,Hydroelectric power,Wastewater power plant,Waste,0.0
7349,7349,AI,0.0,Hydroelectric power,Storage power plant,Waste,0.0
7350,7350,AI,0.0,Hydroelectric power,Pumped storage power plant,Waste,0.0
7351,7351,AI,0.0,Hydroelectric power,Integrated,Natural gas,0.0
7352,7352,AI,0.0,Hydroelectric power,Attached,Natural gas,0.0
7353,7353,AI,0.0,Hydroelectric power,,Natural gas,0.0
7354,7354,AI,0.0,Hydroelectric power,Continuous power plant,Natural gas,0.0
7355,7355,AI,0.0,Hydroelectric power,Drinking water power plant,Natural gas,0.0
7356,7356,AI,0.0,Hydroelectric power,Wastewater treatment,Natural gas,0.0
7357,7357,AI,0.0,Hydroelectric power,Diversion power plant,Natural gas,0.0
7358,7358,AI,0.0,Hydroelectric power,Biomass usage,Natural gas,0.0
7359,7359,AI,0.0,Hydroelectric power,Weir plant,Natural gas,0.0
7360,7360,AI,0.0,Hydroelectric power,Freestanding,Natural gas,0.0
7361,7361,AI,0.0,Hydroelectric power,Waste incineration,Natural gas,0.0
7362,7362,AI,0.0,Hydroelectric power,Wastewater power plant,Natural gas,0.0
7363,7363,AI,0.0,Hydroelectric power,Storage power plant,Natural gas,0.0
7364,7364,AI,0.0,Hydroelectric power,Pumped storage power plant,Natural gas,0.0
7365,7365,AI,0.0,Hydroelectric power,Integrated,Nuclear energy,0.0
7366,7366,AI,0.0,Hydroelectric power,Attached,Nuclear energy,0.0
7367,7367,AI,0.0,Hydroelectric power,,Nuclear energy,0.0
7368,7368,AI,0.0,Hydroelectric power,Continuous power plant,Nuclear energy,0.0
7369,7369,AI,0.0,Hydroelectric power,Drinking water power plant,Nuclear energy,0.0
7370,7370,AI,0.0,Hydroelectric power,Wastewater treatment,Nuclear energy,0.0
7371,7371,AI,0.0,Hydroelectric power,Diversion power plant,Nuclear energy,0.0
7372,7372,AI,0.0,Hydroelectric power,Biomass usage,Nuclear energy,0.0
7373,7373,AI,0.0,Hydroelectric power,Weir plant,Nuclear energy,0.0
7374,7374,AI,0.0,Hydroelectric power,Freestanding,Nuclear energy,0.0
7375,7375,AI,0.0,Hydroelectric power,Waste incineration,Nuclear energy,0.0
7376,7376,AI,0.0,Hydroelectric power,Wastewater power plant,Nuclear energy,0.0
7377,7377,AI,0.0,Hydroelectric power,Storage power plant,Nuclear energy,0.0
7378,7378,AI,0.0,Hydroelectric power,Pumped storage power plant,Nuclear energy,0.0
7379,7379,AI,0.0,Hydroelectric power,Integrated,Crude oil,0.0
7380,7380,AI,0.0,Hydroelectric power,Attached,Crude oil,0.0
7381,7381,AI,0.0,Hydroelectric power,,Crude oil,0.0
7382,7382,AI,0.0,Hydroelectric power,Continuous power plant,Crude oil,0.0
7383,7383,AI,0.0,Hydroelectric power,Drinking water power plant,Crude oil,0.0
7384,7384,AI,0.0,Hydroelectric power,Wastewater treatment,Crude oil,0.0
7385,7385,AI,0.0,Hydroelectric power,Diversion power plant,Crude oil,0.0
7386,7386,AI,0.0,Hydroelectric power,Biomass usage,Crude oil,0.0
7387,7387,AI,0.0,Hydroelectric power,Weir plant,Crude oil,0.0
7388,7388,AI,0.0,Hydroelectric power,Freestanding,Crude oil,0.0
7389,7389,AI,0.0,Hydroelectric power,Waste incineration,Crude oil,0.0
7390,7390,AI,0.0,Hydroelectric power,Wastewater power plant,Crude oil,0.0
7391,7391,AI,0.0,Hydroelectric power,Storage power plant,Crude oil,0.0
7392,7392,AI,0.0,Hydroelectric power,Pumped storage power plant,Crude oil,0.0
7393,7393,AI,0.0,Fossil fuel,Integrated,Photovoltaic,0.0
7394,7394,AI,0.0,Fossil fuel,Attached,Photovoltaic,0.0
7395,7395,AI,0.0,Fossil fuel,,Photovoltaic,0.0
7396,7396,AI,0.0,Fossil fuel,Continuous power plant,Photovoltaic,0.0
7397,7397,AI,0.0,Fossil fuel,Drinking water power plant,Photovoltaic,0.0
7398,7398,AI,0.0,Fossil fuel,Wastewater treatment,Photovoltaic,0.0
7399,7399,AI,0.0,Fossil fuel,Diversion power plant,Photovoltaic,0.0
7400,7400,AI,0.0,Fossil fuel,Biomass usage,Photovoltaic,0.0
7401,7401,AI,0.0,Fossil fuel,Weir plant,Photovoltaic,0.0
7402,7402,AI,0.0,Fossil fuel,Freestanding,Photovoltaic,0.0
7403,7403,AI,0.0,Fossil fuel,Waste incineration,Photovoltaic,0.0
7404,7404,AI,0.0,Fossil fuel,Wastewater power plant,Photovoltaic,0.0
7405,7405,AI,0.0,Fossil fuel,Storage power plant,Photovoltaic,0.0
7406,7406,AI,0.0,Fossil fuel,Pumped storage power plant,Photovoltaic,0.0
7407,7407,AI,0.0,Fossil fuel,Integrated,Wind Energy,0.0
7408,7408,AI,0.0,Fossil fuel,Attached,Wind Energy,0.0
7409,7409,AI,0.0,Fossil fuel,,Wind Energy,0.0
7410,7410,AI,0.0,Fossil fuel,Continuous power plant,Wind Energy,0.0
7411,7411,AI,0.0,Fossil fuel,Drinking water power plant,Wind Energy,0.0
7412,7412,AI,0.0,Fossil fuel,Wastewater treatment,Wind Energy,0.0
7413,7413,AI,0.0,Fossil fuel,Diversion power plant,Wind Energy,0.0
7414,7414,AI,0.0,Fossil fuel,Biomass usage,Wind Energy,0.0
7415,7415,AI,0.0,Fossil fuel,Weir plant,Wind Energy,0.0
7416,7416,AI,0.0,Fossil fuel,Freestanding,Wind Energy,0.0
7417,7417,AI,0.0,Fossil fuel,Waste incineration,Wind Energy,0.0
7418,7418,AI,0.0,Fossil fuel,Wastewater power plant,Wind Energy,0.0
7419,7419,AI,0.0,Fossil fuel,Storage power plant,Wind Energy,0.0
7420,7420,AI,0.0,Fossil fuel,Pumped storage power plant,Wind Energy,0.0
7421,7421,AI,0.0,Fossil fuel,Integrated,Hydroelectric power,0.0
7422,7422,AI,0.0,Fossil fuel,Attached,Hydroelectric power,0.0
7423,7423,AI,0.0,Fossil fuel,,Hydroelectric power,0.0
7424,7424,AI,0.0,Fossil fuel,Continuous power plant,Hydroelectric power,0.0
7425,7425,AI,0.0,Fossil fuel,Drinking water power plant,Hydroelectric power,0.0
7426,7426,AI,0.0,Fossil fuel,Wastewater treatment,Hydroelectric power,0.0
7427,7427,AI,0.0,Fossil fuel,Diversion power plant,Hydroelectric power,0.0
7428,7428,AI,0.0,Fossil fuel,Biomass usage,Hydroelectric power,0.0
7429,7429,AI,0.0,Fossil fuel,Weir plant,Hydroelectric power,0.0
7430,7430,AI,0.0,Fossil fuel,Freestanding,Hydroelectric power,0.0
7431,7431,AI,0.0,Fossil fuel,Waste incineration,Hydroelectric power,0.0
7432,7432,AI,0.0,Fossil fuel,Wastewater power plant,Hydroelectric power,0.0
7433,7433,AI,0.0,Fossil fuel,Storage power plant,Hydroelectric power,0.0
7434,7434,AI,0.0,Fossil fuel,Pumped storage power plant,Hydroelectric power,0.0
7435,7435,AI,0.0,Fossil fuel,Integrated,Biomass,0.0
7436,7436,AI,0.0,Fossil fuel,Attached,Biomass,0.0
7437,7437,AI,0.0,Fossil fuel,,Biomass,0.0
7438,7438,AI,0.0,Fossil fuel,Continuous power plant,Biomass,0.0
7439,7439,AI,0.0,Fossil fuel,Drinking water power plant,Biomass,0.0
7440,7440,AI,0.0,Fossil fuel,Wastewater treatment,Biomass,0.0
7441,7441,AI,0.0,Fossil fuel,Diversion power plant,Biomass,0.0
7442,7442,AI,0.0,Fossil fuel,Biomass usage,Biomass,0.0
7443,7443,AI,0.0,Fossil fuel,Weir plant,Biomass,0.0
7444,7444,AI,0.0,Fossil fuel,Freestanding,Biomass,0.0
7445,7445,AI,0.0,Fossil fuel,Waste incineration,Biomass,0.0
7446,7446,AI,0.0,Fossil fuel,Wastewater power plant,Biomass,0.0
7447,7447,AI,0.0,Fossil fuel,Storage power plant,Biomass,0.0
7448,7448,AI,0.0,Fossil fuel,Pumped storage power plant,Biomass,0.0
7449,7449,AI,0.0,Fossil fuel,Integrated,Waste,0.0
7450,7450,AI,0.0,Fossil fuel,Attached,Waste,0.0
7451,7451,AI,0.0,Fossil fuel,,Waste,0.0
7452,7452,AI,0.0,Fossil fuel,Continuous power plant,Waste,0.0
7453,7453,AI,0.0,Fossil fuel,Drinking water power plant,Waste,0.0
7454,7454,AI,0.0,Fossil fuel,Wastewater treatment,Waste,0.0
7455,7455,AI,0.0,Fossil fuel,Diversion power plant,Waste,0.0
7456,7456,AI,0.0,Fossil fuel,Biomass usage,Waste,0.0
7457,7457,AI,0.0,Fossil fuel,Weir plant,Waste,0.0
7458,7458,AI,0.0,Fossil fuel,Freestanding,Waste,0.0
7459,7459,AI,0.0,Fossil fuel,Waste incineration,Waste,0.0
7460,7460,AI,0.0,Fossil fuel,Wastewater power plant,Waste,0.0
7461,7461,AI,0.0,Fossil fuel,Storage power plant,Waste,0.0
7462,7462,AI,0.0,Fossil fuel,Pumped storage power plant,Waste,0.0
7463,7463,AI,0.0,Fossil fuel,Integrated,Natural gas,0.0
7464,7464,AI,0.0,Fossil fuel,Attached,Natural gas,0.0
7465,7465,AI,0.0,Fossil fuel,,Natural gas,0.0
7466,7466,AI,0.0,Fossil fuel,Continuous power plant,Natural gas,0.0
7467,7467,AI,0.0,Fossil fuel,Drinking water power plant,Natural gas,0.0
7468,7468,AI,0.0,Fossil fuel,Wastewater treatment,Natural gas,0.0
7469,7469,AI,0.0,Fossil fuel,Diversion power plant,Natural gas,0.0
7470,7470,AI,0.0,Fossil fuel,Biomass usage,Natural gas,0.0
7471,7471,AI,0.0,Fossil fuel,Weir plant,Natural gas,0.0
7472,7472,AI,0.0,Fossil fuel,Freestanding,Natural gas,0.0
7473,7473,AI,0.0,Fossil fuel,Waste incineration,Natural gas,0.0
7474,7474,AI,0.0,Fossil fuel,Wastewater power plant,Natural gas,0.0
7475,7475,AI,0.0,Fossil fuel,Storage power plant,Natural gas,0.0
7476,7476,AI,0.0,Fossil fuel,Pumped storage power plant,Natural gas,0.0
7477,7477,AI,0.0,Fossil fuel,Integrated,Nuclear energy,0.0
7478,7478,AI,0.0,Fossil fuel,Attached,Nuclear energy,0.0
7479,7479,AI,0.0,Fossil fuel,,Nuclear energy,0.0
7480,7480,AI,0.0,Fossil fuel,Continuous power plant,Nuclear energy,0.0
7481,7481,AI,0.0,Fossil fuel,Drinking water power plant,Nuclear energy,0.0
7482,7482,AI,0.0,Fossil fuel,Wastewater treatment,Nuclear energy,0.0
7483,7483,AI,0.0,Fossil fuel,Diversion power plant,Nuclear energy,0.0
7484,7484,AI,0.0,Fossil fuel,Biomass usage,Nuclear energy,0.0
7485,7485,AI,0.0,Fossil fuel,Weir plant,Nuclear energy,0.0
7486,7486,AI,0.0,Fossil fuel,Freestanding,Nuclear energy,0.0
7487,7487,AI,0.0,Fossil fuel,Waste incineration,Nuclear energy,0.0
7488,7488,AI,0.0,Fossil fuel,Wastewater power plant,Nuclear energy,0.0
7489,7489,AI,0.0,Fossil fuel,Storage power plant,Nuclear energy,0.0
7490,7490,AI,0.0,Fossil fuel,Pumped storage power plant,Nuclear energy,0.0
7491,7491,AI,0.0,Fossil fuel,Integrated,Crude oil,0.0
7492,7492,AI,0.0,Fossil fuel,Attached,Crude oil,0.0
7493,7493,AI,0.0,Fossil fuel,,Crude oil,0.0
7494,7494,AI,0.0,Fossil fuel,Continuous power plant,Crude oil,0.0
7495,7495,AI,0.0,Fossil fuel,Drinking water power plant,Crude oil,0.0
7496,7496,AI,0.0,Fossil fuel,Wastewater treatment,Crude oil,0.0
7497,7497,AI,0.0,Fossil fuel,Diversion power plant,Crude oil,0.0
7498,7498,AI,0.0,Fossil fuel,Biomass usage,Crude oil,0.0
7499,7499,AI,0.0,Fossil fuel,Weir plant,Crude oil,0.0
7500,7500,AI,0.0,Fossil fuel,Freestanding,Crude oil,0.0
7501,7501,AI,0.0,Fossil fuel,Waste incineration,Crude oil,0.0
7502,7502,AI,0.0,Fossil fuel,Wastewater power plant,Crude oil,0.0
7503,7503,AI,0.0,Fossil fuel,Storage power plant,Crude oil,0.0
7504,7504,AI,0.0,Fossil fuel,Pumped storage power plant,Crude oil,0.0
7505,7505,AI,0.0,Nuclear energy,Integrated,Photovoltaic,0.0
7506,7506,AI,0.0,Nuclear energy,Attached,Photovoltaic,0.0
7507,7507,AI,0.0,Nuclear energy,,Photovoltaic,0.0
7508,7508,AI,0.0,Nuclear energy,Continuous power plant,Photovoltaic,0.0
7509,7509,AI,0.0,Nuclear energy,Drinking water power plant,Photovoltaic,0.0
7510,7510,AI,0.0,Nuclear energy,Wastewater treatment,Photovoltaic,0.0
7511,7511,AI,0.0,Nuclear energy,Diversion power plant,Photovoltaic,0.0
7512,7512,AI,0.0,Nuclear energy,Biomass usage,Photovoltaic,0.0
7513,7513,AI,0.0,Nuclear energy,Weir plant,Photovoltaic,0.0
7514,7514,AI,0.0,Nuclear energy,Freestanding,Photovoltaic,0.0
7515,7515,AI,0.0,Nuclear energy,Waste incineration,Photovoltaic,0.0
7516,7516,AI,0.0,Nuclear energy,Wastewater power plant,Photovoltaic,0.0
7517,7517,AI,0.0,Nuclear energy,Storage power plant,Photovoltaic,0.0
7518,7518,AI,0.0,Nuclear energy,Pumped storage power plant,Photovoltaic,0.0
7519,7519,AI,0.0,Nuclear energy,Integrated,Wind Energy,0.0
7520,7520,AI,0.0,Nuclear energy,Attached,Wind Energy,0.0
7521,7521,AI,0.0,Nuclear energy,,Wind Energy,0.0
7522,7522,AI,0.0,Nuclear energy,Continuous power plant,Wind Energy,0.0
7523,7523,AI,0.0,Nuclear energy,Drinking water power plant,Wind Energy,0.0
7524,7524,AI,0.0,Nuclear energy,Wastewater treatment,Wind Energy,0.0
7525,7525,AI,0.0,Nuclear energy,Diversion power plant,Wind Energy,0.0
7526,7526,AI,0.0,Nuclear energy,Biomass usage,Wind Energy,0.0
7527,7527,AI,0.0,Nuclear energy,Weir plant,Wind Energy,0.0
7528,7528,AI,0.0,Nuclear energy,Freestanding,Wind Energy,0.0
7529,7529,AI,0.0,Nuclear energy,Waste incineration,Wind Energy,0.0
7530,7530,AI,0.0,Nuclear energy,Wastewater power plant,Wind Energy,0.0
7531,7531,AI,0.0,Nuclear energy,Storage power plant,Wind Energy,0.0
7532,7532,AI,0.0,Nuclear energy,Pumped storage power plant,Wind Energy,0.0
7533,7533,AI,0.0,Nuclear energy,Integrated,Hydroelectric power,0.0
7534,7534,AI,0.0,Nuclear energy,Attached,Hydroelectric power,0.0
7535,7535,AI,0.0,Nuclear energy,,Hydroelectric power,0.0
7536,7536,AI,0.0,Nuclear energy,Continuous power plant,Hydroelectric power,0.0
7537,7537,AI,0.0,Nuclear energy,Drinking water power plant,Hydroelectric power,0.0
7538,7538,AI,0.0,Nuclear energy,Wastewater treatment,Hydroelectric power,0.0
7539,7539,AI,0.0,Nuclear energy,Diversion power plant,Hydroelectric power,0.0
7540,7540,AI,0.0,Nuclear energy,Biomass usage,Hydroelectric power,0.0
7541,7541,AI,0.0,Nuclear energy,Weir plant,Hydroelectric power,0.0
7542,7542,AI,0.0,Nuclear energy,Freestanding,Hydroelectric power,0.0
7543,7543,AI,0.0,Nuclear energy,Waste incineration,Hydroelectric power,0.0
7544,7544,AI,0.0,Nuclear energy,Wastewater power plant,Hydroelectric power,0.0
7545,7545,AI,0.0,Nuclear energy,Storage power plant,Hydroelectric power,0.0
7546,7546,AI,0.0,Nuclear energy,Pumped storage power plant,Hydroelectric power,0.0
7547,7547,AI,0.0,Nuclear energy,Integrated,Biomass,0.0
7548,7548,AI,0.0,Nuclear energy,Attached,Biomass,0.0
7549,7549,AI,0.0,Nuclear energy,,Biomass,0.0
7550,7550,AI,0.0,Nuclear energy,Continuous power plant,Biomass,0.0
7551,7551,AI,0.0,Nuclear energy,Drinking water power plant,Biomass,0.0
7552,7552,AI,0.0,Nuclear energy,Wastewater treatment,Biomass,0.0
7553,7553,AI,0.0,Nuclear energy,Diversion power plant,Biomass,0.0
7554,7554,AI,0.0,Nuclear energy,Biomass usage,Biomass,0.0
7555,7555,AI,0.0,Nuclear energy,Weir plant,Biomass,0.0
7556,7556,AI,0.0,Nuclear energy,Freestanding,Biomass,0.0
7557,7557,AI,0.0,Nuclear energy,Waste incineration,Biomass,0.0
7558,7558,AI,0.0,Nuclear energy,Wastewater power plant,Biomass,0.0
7559,7559,AI,0.0,Nuclear energy,Storage power plant,Biomass,0.0
7560,7560,AI,0.0,Nuclear energy,Pumped storage power plant,Biomass,0.0
7561,7561,AI,0.0,Nuclear energy,Integrated,Waste,0.0
7562,7562,AI,0.0,Nuclear energy,Attached,Waste,0.0
7563,7563,AI,0.0,Nuclear energy,,Waste,0.0
7564,7564,AI,0.0,Nuclear energy,Continuous power plant,Waste,0.0
7565,7565,AI,0.0,Nuclear energy,Drinking water power plant,Waste,0.0
7566,7566,AI,0.0,Nuclear energy,Wastewater treatment,Waste,0.0
